folder_name,run_name,dataset,model,optimizer,seed,learning_rate,batch_size,epochs,test_accuracy,test_f1,cls_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,final_train_loss,final_train_acc,final_val_loss,final_val_acc,final_val_f1,best_epoch,best_val_loss,best_val_acc,best_val_f1,training_time_seconds
lstm_sst2_adamw_2e-05_16_20251201_115309,lstm_sst2_adamw_2e-05_16_20251201_115309,sst2,lstm,adamw,42,2e-05,16,8,0.768348623853211,0.767809970736337,0.768348623853211,0.7692706679369112,0.7677233308074429,0.767809970736337,0.7690537163878052,0.768348623853211,0.7680151719237176,0.2401893057606035,0.9036065865862892,0.6621180260723287,0.768348623853211,0.767809970736337,7,0.6453082347458059,0.7798165137614679,0.7793522267206479,1435.8437128067017
lstm_sst2_adam_2e-05_16_20251201_112916,lstm_sst2_adam_2e-05_16_20251201_112916,sst2,lstm,adam,42,2e-05,16,8,0.768348623853211,0.767809970736337,0.768348623853211,0.7692706679369112,0.7677233308074429,0.767809970736337,0.7690537163878052,0.768348623853211,0.7680151719237176,0.239459077981378,0.9039332432552822,0.6641706439581785,0.768348623853211,0.767809970736337,7,0.647158421440558,0.7786697247706422,0.7781793402688535,1429.5234632492063
lstm_sst2_cobyla_0.0001_16_20251201_132731,lstm_sst2_cobyla_0.0001_16_20251201_132731,sst2,lstm,cobyla,42,0.0001,16,8,0.5091743119266054,0.3373860182370821,0.5091743119266054,0.2545871559633027,0.5,0.3373860182370821,0.2592584799259321,0.5091743119266054,0.3435765873790469,0.6901024547155566,0.5547966562235519,0.6933855468576605,0.5091743119266054,0.3373860182370821,5,0.6933306585658681,0.5114678899082569,0.3425507061696931,1383.4740042686462
lstm_sst2_qng_1e-05_16_20251201_141436,lstm_sst2_qng_1e-05_16_20251201_141436,sst2,lstm,qng,42,1e-05,16,8,0.7454128440366973,0.7445042762115932,0.7454128440366973,0.7470025510204081,0.7445693356908311,0.7445042762115932,0.7467135133870061,0.7454128440366973,0.7447838355423944,0.4995822858003426,0.7556162675021159,0.5764465570449829,0.7454128440366973,0.7445042762115932,8,0.5764465570449829,0.7454128440366973,0.7445042762115932,1436.94992518425
lstm_sst2_qpso_3e-05_16_20251201_135039,lstm_sst2_qpso_3e-05_16_20251201_135039,sst2,lstm,qpso,42,3e-05,16,8,0.7889908256880734,0.7883495145631068,0.7889908256880734,0.7905950258891435,0.788246190115349,0.7883495145631068,0.7902741858489295,0.7889908256880734,0.7885632849380957,0.1798599320209437,0.9312239231465946,0.6256277049129659,0.7889908256880734,0.7883495145631068,8,0.6256277049129659,0.7889908256880734,0.7883495145631068,1431.998715877533
lstm_sst2_rmsprop_0.0001_16_20251201_124022,lstm_sst2_rmsprop_0.0001_16_20251201_124022,sst2,lstm,rmsprop,42,0.0001,16,8,0.7993119266055045,0.798988090768864,0.7993119266055045,0.7998938569022058,0.7988444051528163,0.798988090768864,0.7997214331105906,0.7993119266055045,0.7991361300084711,0.1326997236965883,0.9503481863130856,0.6496199908581647,0.7993119266055045,0.798988090768864,2,0.4907654297622767,0.805045871559633,0.8048723983425211,1413.6624534130096
lstm_sst2_sgd_0.001_16_20251201_121709,lstm_sst2_sgd_0.001_16_20251201_121709,sst2,lstm,sgd,42,0.001,16,8,0.7809633027522935,0.7807531050279404,0.7809633027522935,0.7810973199462408,0.7806579944430412,0.7807531050279404,0.7810408916540525,0.7809633027522935,0.7808776666423719,0.3566689669218737,0.8450014105628888,0.5388378108089621,0.7809633027522935,0.7807531050279404,8,0.5388378108089621,0.7809633027522935,0.7807531050279404,1388.5838882923126
roberta_ag_news_adagrad_0.001_16_20251128_080858,roberta_ag_news_adagrad_0.001_16_20251128_080858,ag_news,roberta,adagrad,42,0.001,16,3,0.25,0.1,0.25,0.0625,0.25,0.1,0.0625,0.25,0.1,1.387317338180542,0.2498916666666666,1.3864045489461798,0.25,0.1,1,1.386441145445171,0.25,0.1,15228.103382825851
roberta_ag_news_adamw_2e-05_16_20251127_191616,roberta_ag_news_adamw_2e-05_16_20251127_191616,ag_news,roberta,adamw,42,2e-05,16,3,0.9465789473684212,0.9464916135511998,0.9465789473684212,0.9473195100181666,0.946578947368421,0.9464916135511998,0.9473195100181666,0.9465789473684212,0.9464916135512,0.1192591103381166,0.9592666666666668,0.1680399762819472,0.9465789473684212,0.9464916135511998,2,0.1676593442074954,0.9473684210526316,0.9472108112194552,15698.184984207152
roberta_ag_news_adam_2e-05_16_20251127_145554,roberta_ag_news_adam_2e-05_16_20251127_145554,ag_news,roberta,adam,42,2e-05,16,3,0.9480263157894736,0.947964102916613,0.9480263157894736,0.9481108881962984,0.9480263157894736,0.947964102916613,0.9481108881962984,0.9480263157894736,0.9479641029166131,0.1195098281027128,0.9588,0.1708151144044179,0.9480263157894736,0.947964102916613,2,0.1652217037622866,0.9485526315789472,0.9485439494885972,15607.71640586853
roberta_ag_news_cobyla_0.0001_16_20251128_122304,roberta_ag_news_cobyla_0.0001_16_20251128_122304,ag_news,roberta,cobyla,42,0.0001,16,3,0.5594736842105263,0.5309066788900046,0.5594736842105263,0.62970184114069,0.5594736842105263,0.5309066788900046,0.6297018411406899,0.5594736842105263,0.5309066788900045,1.3794636798540751,0.3126083333333333,1.375649939085308,0.5594736842105263,0.5309066788900046,3,1.375649939085308,0.5594736842105263,0.5309066788900046,14765.782616615295
roberta_ag_news_qng_1e-05_16_20251128_204811,roberta_ag_news_qng_1e-05_16_20251128_204811,ag_news,roberta,qng,42,1e-05,16,3,0.9510526315789474,0.951004550570922,0.9510526315789474,0.9511540989218512,0.9510526315789474,0.951004550570922,0.9511540989218512,0.9510526315789474,0.951004550570922,0.1187946332771331,0.95875,0.1553494368371014,0.9510526315789474,0.951004550570922,3,0.1553494368371014,0.9510526315789474,0.951004550570922,15688.920411109924
