folder_name,dataset,model,optimizer,seed,learning_rate,epochs,batch_size,momentum,weight_decay,spsa_a,spsa_c,accuracy,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall,final_train_loss,final_val_loss,final_val_acc,best_val_acc,final_train_acc,training_time
fashion_mnist_SimpleCNN_SPSA_2025_1750337093,fashion_mnist,SimpleCNN,SPSA,2025,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.241666666666667,10.241666666666667,9.939583333333331,396.6897716522217
fashion_mnist_SimpleCNN_SPSA_2025_1750338674,fashion_mnist,SimpleCNN,SPSA,2025,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.241666666666667,43.141666666666666,9.939583333333331,396.85175228118896
fashion_mnist_SimpleCNN_SPSA_42_1750336037,fashion_mnist,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.566666666666666,10.566666666666666,9.858333333333333,399.138156414032
fashion_mnist_SimpleCNN_SPSA_42_1750337619,fashion_mnist,SimpleCNN,SPSA,42,0.001,50,32,,,0.1,0.01,0.1,0.0181818181818181,0.01,0.1,0.0181818181818181,0.01,0.1,,,10.566666666666666,52.708333333333336,9.858333333333333,397.4639077186585
cifar100_ResNet18_AdamW_1337_1768262518,cifar100,ResNet18,AdamW,1337,0.001,50,32,,0.01,,,0.4451,0.0,0.0,0.0,0.0,0.0,0.0,0.1309742908510698,3.89571642494811,44.51,46.01,95.688,1921.579973459244
cifar100_ResNet18_AdamW_2025_1768264440,cifar100,ResNet18,AdamW,2025,0.001,50,32,,0.01,,,0.4454,0.0,0.0,0.0,0.0,0.0,0.0,0.1282109406822011,3.805824651504858,44.54,46.53,95.946,1919.071056842804
cifar100_ResNet18_AdamW_42_1768260584,cifar100,ResNet18,AdamW,42,0.001,50,32,,0.01,,,0.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.1242666053353324,3.820384880605216,44.74,46.35,95.932,1933.2685508728027
cifar100_ResNet18_Adam_1337_1768256782,cifar100,ResNet18,Adam,1337,0.001,50,32,,,,,0.4556,0.0,0.0,0.0,0.0,0.0,0.0,0.09774133206314,4.806705213583316,45.56,46.4,96.866,1901.1086926460264
cifar100_ResNet18_Adam_2025_1768258685,cifar100,ResNet18,Adam,2025,0.001,50,32,,,,,0.4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0948922491815404,4.884141990551933,44.63,45.68,96.964,1898.036182641983
cifar100_ResNet18_Adam_42_1768254867,cifar100,ResNet18,Adam,42,0.001,50,32,,,,,0.4501,0.0,0.0,0.0,0.0,0.0,0.0,0.0864192512501877,4.771446992794926,45.01,45.46,97.198,1914.3901188373568
cifar100_ResNet18_SGD_1337_1768268129,cifar100,ResNet18,SGD,1337,0.001,50,32,0.9,,,,0.4457,0.0,0.0,0.0,0.0,0.0,0.0,0.0246788415827415,4.702317233283679,44.57,45.01,99.236,1761.8772027492523
cifar100_ResNet18_SGD_2025_1768269892,cifar100,ResNet18,SGD,2025,0.001,50,32,0.9,,,,0.4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0357174412471924,4.896535897026427,43.59,44.71,98.838,1768.016266822815
cifar100_ResNet18_SGD_42_1768266360,cifar100,ResNet18,SGD,42,0.001,50,32,0.9,,,,0.4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0322383108152911,4.933114808969224,43.53,44.68,98.98,1768.197278022766
cifar100_ResNet18_SPSA_1337_1768273549,cifar100,ResNet18,SPSA,1337,0.001,50,32,,,0.1,0.01,0.3743,0.0,0.0,0.0,0.0,0.0,0.0,0.095795179728117,4.655278139601881,37.43,38.03,96.926,1887.821928024292
cifar100_ResNet18_SPSA_2025_1768275438,cifar100,ResNet18,SPSA,2025,0.001,50,32,,,0.1,0.01,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.1036880645782985,4.7569248897199055,36.7,37.38,96.706,1881.9544353485107
cifar100_ResNet18_SPSA_42_1768271661,cifar100,ResNet18,SPSA,42,0.001,50,32,,,0.1,0.01,0.3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0974505569355923,4.792248105850463,36.27,37.49,96.846,1887.4171171188357
cifar100_SimpleCNN_QNG_1337_1768277321,cifar100,SimpleCNN,QNG,1337,0.001,50,32,,,,,0.4012,0.0,0.0,0.0,0.0,0.0,0.0,0.8015404815522814,3.913929872238598,40.12,42.9,75.186,942.190929889679
cifar100_SimpleCNN_QNG_2025_1768278264,cifar100,SimpleCNN,QNG,2025,0.001,50,32,,,,,0.4103,0.0,0.0,0.0,0.0,0.0,0.0,0.8288370324245112,3.7482521351153095,41.03,43.92,74.324,962.6673574447632
